date,store_nbr,item_nbr,type,cluster,state,family,class,perishable,store_type,family_encoded,state_encoded,unit_sales
2013-02-11,16,155499,C,3,Santo Domingo de los Tsachilas,GROCERY I,1013,0,2,1,2,5.0
2013-02-11,16,155500,C,3,Santo Domingo de los Tsachilas,GROCERY I,1014,0,2,1,2,26.0
2013-02-11,16,155610,C,3,Santo Domingo de los Tsachilas,GROCERY I,1034,0,2,1,2,10.0
2013-02-11,16,155621,C,3,Santo Domingo de los Tsachilas,GROCERY I,1062,0,2,1,2,1.0
2013-02-11,16,157956,C,3,Santo Domingo de los Tsachilas,GROCERY I,1030,0,2,1,2,4.0
2013-02-11,16,158788,C,3,Santo Domingo de los Tsachilas,CLEANING,3044,0,2,3,2,2.0
2013-02-11,16,158875,C,3,Santo Domingo de los Tsachilas,GROCERY I,1026,0,2,1,2,3.0
2013-02-11,16,162066,C,3,Santo Domingo de los Tsachilas,GROCERY I,1048,0,2,1,2,6.0
2013-02-11,16,164647,C,3,Santo Domingo de los Tsachilas,CLEANING,3032,0,2,3,2,8.0
2013-02-11,16,165550,C,3,Santo Domingo de los Tsachilas,BEVERAGES,1124,0,2,5,2,4.0
2013-02-11,16,165594,C,3,Santo Domingo de los Tsachilas,GROCERY I,1014,0,2,1,2,12.0
2013-02-11,16,165693,C,3,Santo Domingo de los Tsachilas,GROCERY I,1066,0,2,1,2,2.0
2013-02-11,16,165718,C,3,Santo Domingo de los Tsachilas,BREAD/BAKERY,2718,1,2,0,2,2.0
2013-02-11,16,165988,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,12.0
2013-02-11,16,168931,C,3,Santo Domingo de los Tsachilas,CLEANING,3026,0,2,3,2,9.0
2013-02-11,16,172184,C,3,Santo Domingo de los Tsachilas,GROCERY I,1058,0,2,1,2,1.0
2013-02-11,16,172343,C,3,Santo Domingo de los Tsachilas,GROCERY I,1004,0,2,1,2,16.0
2013-02-11,16,172995,C,3,Santo Domingo de los Tsachilas,AUTOMOTIVE,6824,0,2,17,2,2.0
2013-02-11,16,179579,C,3,Santo Domingo de los Tsachilas,GROCERY I,1032,0,2,1,2,1.0
2013-02-11,16,205381,C,3,Santo Domingo de los Tsachilas,GROCERY I,1034,0,2,1,2,7.0
2013-02-11,16,205387,C,3,Santo Domingo de los Tsachilas,GROCERY I,1034,0,2,1,2,3.0
2013-02-11,16,207857,C,3,Santo Domingo de los Tsachilas,GROCERY I,1010,0,2,1,2,3.0
2013-02-11,16,208384,C,3,Santo Domingo de los Tsachilas,EGGS,2502,1,2,7,2,6.0
2013-02-11,16,208514,C,3,Santo Domingo de los Tsachilas,GROCERY I,1010,0,2,1,2,19.0
2013-02-11,16,208699,C,3,Santo Domingo de los Tsachilas,GROCERY I,1034,0,2,1,2,1.0
2013-02-11,16,209085,C,3,Santo Domingo de los Tsachilas,CLEANING,3026,0,2,3,2,1.0
2013-02-11,16,211203,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,2.0
2013-02-11,16,211205,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,1.0
2013-02-11,16,212552,C,3,Santo Domingo de los Tsachilas,GROCERY I,1044,0,2,1,2,1.0
2013-02-11,16,213652,C,3,Santo Domingo de los Tsachilas,GROCERY I,1048,0,2,1,2,1.0
2013-02-11,16,213788,C,3,Santo Domingo de los Tsachilas,GROCERY I,1096,0,2,1,2,7.0
2013-02-11,16,214381,C,3,Santo Domingo de los Tsachilas,CLEANING,3032,0,2,3,2,6.0
2013-02-11,16,214859,C,3,Santo Domingo de los Tsachilas,CLEANING,3032,0,2,3,2,4.0
2013-02-11,16,214860,C,3,Santo Domingo de los Tsachilas,CLEANING,3032,0,2,3,2,3.0
2013-02-11,16,214862,C,3,Santo Domingo de los Tsachilas,CLEANING,3034,0,2,3,2,3.0
2013-02-11,16,215327,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,2.0
2013-02-11,16,215331,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,15.0
2013-02-11,16,215332,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,2.0
2013-02-11,16,215352,C,3,Santo Domingo de los Tsachilas,GROCERY I,1016,0,2,1,2,15.0
2013-02-11,16,215356,C,3,Santo Domingo de los Tsachilas,GROCERY I,1016,0,2,1,2,9.0
2013-02-11,16,215468,C,3,Santo Domingo de los Tsachilas,LINGERIE,7034,0,2,9,2,4.0
2013-02-11,16,219150,C,3,Santo Domingo de los Tsachilas,BEVERAGES,1122,0,2,5,2,32.0
2013-02-11,16,219152,C,3,Santo Domingo de los Tsachilas,BEVERAGES,1122,0,2,5,2,15.0
2013-02-11,16,220432,C,3,Santo Domingo de los Tsachilas,GROCERY I,1080,0,2,1,2,13.0
2013-02-11,16,220435,C,3,Santo Domingo de los Tsachilas,GROCERY I,1080,0,2,1,2,46.0
2013-02-11,16,220613,C,3,Santo Domingo de los Tsachilas,DELI,2632,1,2,2,2,3.0
2013-02-11,16,222879,C,3,Santo Domingo de los Tsachilas,GROCERY I,1058,0,2,1,2,10.0
2013-02-11,16,222975,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,1.0
2013-02-11,16,223068,C,3,Santo Domingo de los Tsachilas,GROCERY I,1030,0,2,1,2,1.0
2013-02-11,16,223136,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,57.0
2013-02-11,16,223434,C,3,Santo Domingo de los Tsachilas,GROCERY I,1032,0,2,1,2,12.0
2013-02-11,16,224081,C,3,Santo Domingo de los Tsachilas,CLEANING,3022,0,2,3,2,1.0
2013-02-11,16,226126,C,3,Santo Domingo de los Tsachilas,CLEANING,3018,0,2,3,2,1.0
2013-02-11,16,246052,C,3,Santo Domingo de los Tsachilas,GROCERY I,1039,0,2,1,2,4.0
2013-02-11,16,253145,C,3,Santo Domingo de los Tsachilas,GROCERY I,1096,0,2,1,2,3.0
2013-02-11,16,255161,C,3,Santo Domingo de los Tsachilas,GROCERY I,1034,0,2,1,2,2.0
2013-02-11,16,255198,C,3,Santo Domingo de los Tsachilas,GROCERY I,1044,0,2,1,2,2.0
2013-02-11,16,257847,C,3,Santo Domingo de los Tsachilas,BEVERAGES,1120,0,2,5,2,20.0
2013-02-11,16,257848,C,3,Santo Domingo de los Tsachilas,BEVERAGES,1120,0,2,5,2,4.0
2013-02-11,16,258395,C,3,Santo Domingo de los Tsachilas,GROCERY I,1002,0,2,1,2,1.0
2013-02-11,16,258396,C,3,Santo Domingo de los Tsachilas,GROCERY I,1010,0,2,1,2,16.0
2013-02-11,16,260628,C,3,Santo Domingo de los Tsachilas,BREAD/BAKERY,2708,1,2,0,2,10.0
2013-02-11,16,260669,C,3,Santo Domingo de los Tsachilas,GROCERY I,1034,0,2,1,2,3.0
2013-02-11,16,261052,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,20.0
2013-02-11,16,261053,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,3.0
2013-02-11,16,261700,C,3,Santo Domingo de los Tsachilas,GROCERY I,1048,0,2,1,2,12.0
2013-02-11,16,264299,C,3,Santo Domingo de los Tsachilas,CLEANING,3032,0,2,3,2,6.0
2013-02-11,16,264751,C,3,Santo Domingo de los Tsachilas,CLEANING,3032,0,2,3,2,3.0
2013-02-11,16,264752,C,3,Santo Domingo de los Tsachilas,CLEANING,3034,0,2,3,2,3.0
2013-02-11,16,265237,C,3,Santo Domingo de los Tsachilas,GROCERY I,1060,0,2,1,2,4.0
2013-02-11,16,265254,C,3,Santo Domingo de los Tsachilas,GROCERY I,1016,0,2,1,2,6.0
2013-02-11,16,265279,C,3,Santo Domingo de los Tsachilas,BREAD/BAKERY,2718,1,2,0,2,14.0
2013-02-11,16,265559,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,31.0
2013-02-11,16,265672,C,3,Santo Domingo de los Tsachilas,GROCERY I,1056,0,2,1,2,1.0
2013-02-11,16,265700,C,3,Santo Domingo de los Tsachilas,CLEANING,3090,0,2,3,2,1.0
2013-02-11,16,268446,C,3,Santo Domingo de los Tsachilas,CLEANING,3026,0,2,3,2,5.0
2013-02-11,16,268834,C,3,Santo Domingo de los Tsachilas,GROCERY I,1056,0,2,1,2,2.0
2013-02-11,16,269029,C,3,Santo Domingo de los Tsachilas,BEVERAGES,1122,0,2,5,2,9.0
2013-02-11,16,269084,C,3,Santo Domingo de los Tsachilas,BREAD/BAKERY,2720,1,2,0,2,2.0
2013-02-11,16,270522,C,3,Santo Domingo de los Tsachilas,AUTOMOTIVE,6806,0,2,17,2,1.0
2013-02-11,16,271478,C,3,Santo Domingo de los Tsachilas,DAIRY,2124,1,2,6,2,1.0
2013-02-11,16,273528,C,3,Santo Domingo de los Tsachilas,PERSONAL CARE,4114,0,2,4,2,28.0
2013-02-11,16,275823,C,3,Santo Domingo de los Tsachilas,CLEANING,3018,0,2,3,2,2.0
2013-02-11,16,279494,C,3,Santo Domingo de los Tsachilas,GROCERY I,1062,0,2,1,2,8.0
2013-02-11,16,302824,C,3,Santo Domingo de los Tsachilas,CLEANING,3008,0,2,3,2,2.0
2013-02-11,16,302997,C,3,Santo Domingo de los Tsachilas,GROCERY I,1096,0,2,1,2,2.0
2013-02-11,16,305074,C,3,Santo Domingo de los Tsachilas,GROCERY I,1044,0,2,1,2,1.0
2013-02-11,16,305234,C,3,Santo Domingo de los Tsachilas,GROCERY I,1044,0,2,1,2,5.0
2013-02-11,16,305237,C,3,Santo Domingo de los Tsachilas,GROCERY I,1044,0,2,1,2,2.0
2013-02-11,16,305341,C,3,Santo Domingo de los Tsachilas,GROCERY I,1092,0,2,1,2,1.0
2013-02-11,16,305344,C,3,Santo Domingo de los Tsachilas,GROCERY I,1092,0,2,1,2,6.0
2013-02-11,16,305345,C,3,Santo Domingo de los Tsachilas,GROCERY I,1092,0,2,1,2,7.0
2013-02-11,16,308085,C,3,Santo Domingo de los Tsachilas,BEVERAGES,1124,0,2,5,2,5.0
2013-02-11,16,308766,C,3,Santo Domingo de los Tsachilas,CLEANING,3026,0,2,3,2,1.0
2013-02-11,16,308916,C,3,Santo Domingo de los Tsachilas,CLEANING,3004,0,2,3,2,2.0
2013-02-11,16,308924,C,3,Santo Domingo de los Tsachilas,CLEANING,3004,0,2,3,2,2.0
2013-02-11,16,311954,C,3,Santo Domingo de los Tsachilas,CLEANING,3006,0,2,3,2,2.0
2013-02-11,16,312113,C,3,Santo Domingo de los Tsachilas,BREAD/BAKERY,2720,1,2,0,2,3.0
2013-02-11,16,312317,C,3,Santo Domingo de los Tsachilas,AUTOMOTIVE,6810,0,2,17,2,1.0
2013-02-11,16,314384,C,3,Santo Domingo de los Tsachilas,GROCERY I,1004,0,2,1,2,31.0
2013-02-11,16,314393,C,3,Santo Domingo de los Tsachilas,CLEANING,3032,0,2,3,2,5.0
2013-02-11,16,314570,C,3,Santo Domingo de los Tsachilas,CLEANING,3024,0,2,3,2,9.0
2013-02-11,16,314880,C,3,Santo Domingo de los Tsachilas,CLEANING,3034,0,2,3,2,2.0
2013-02-11,16,314881,C,3,Santo Domingo de los Tsachilas,CLEANING,3034,0,2,3,2,2.0
2013-02-11,16,315176,C,3,Santo Domingo de los Tsachilas,BEVERAGES,1124,0,2,5,2,2.0
2013-02-11,16,315220,C,3,Santo Domingo de los Tsachilas,GROCERY I,1014,0,2,1,2,16.0
2013-02-11,16,315221,C,3,Santo Domingo de los Tsachilas,GROCERY I,1014,0,2,1,2,5.0
2013-02-11,16,315277,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,19.0
2013-02-11,16,315279,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,1.0
2013-02-11,16,315320,C,3,Santo Domingo de los Tsachilas,GROCERY I,1066,0,2,1,2,5.0
2013-02-11,16,315322,C,3,Santo Domingo de los Tsachilas,GROCERY I,1084,0,2,1,2,3.0
2013-02-11,16,315460,C,3,Santo Domingo de los Tsachilas,GROCERY I,1016,0,2,1,2,2.0
2013-02-11,16,315474,C,3,Santo Domingo de los Tsachilas,BREAD/BAKERY,2718,1,2,0,2,19.0
2013-02-11,16,318932,C,3,Santo Domingo de los Tsachilas,DELI,2644,1,2,2,2,6.0
2013-02-11,16,319093,C,3,Santo Domingo de los Tsachilas,DELI,2630,1,2,2,2,2.0
2013-02-11,16,320681,C,3,Santo Domingo de los Tsachilas,GROCERY I,1080,0,2,1,2,10.0
2013-02-11,16,320682,C,3,Santo Domingo de los Tsachilas,GROCERY I,1080,0,2,1,2,9.0
2013-02-11,16,321798,C,3,Santo Domingo de los Tsachilas,CLEANING,3010,0,2,3,2,1.0
2013-02-11,16,322094,C,3,Santo Domingo de los Tsachilas,CLEANING,3020,0,2,3,2,12.0
2013-02-11,16,322095,C,3,Santo Domingo de los Tsachilas,CLEANING,3020,0,2,3,2,2.0
2013-02-11,16,323013,C,3,Santo Domingo de los Tsachilas,GROCERY I,1058,0,2,1,2,1.0
2013-02-11,16,323921,C,3,Santo Domingo de los Tsachilas,PERSONAL CARE,4114,0,2,4,2,3.0
2013-02-11,16,324206,C,3,Santo Domingo de los Tsachilas,CLEANING,3022,0,2,3,2,1.0
2013-02-11,16,329070,C,3,Santo Domingo de los Tsachilas,GROCERY I,1032,0,2,1,2,1.0
2013-02-11,16,329071,C,3,Santo Domingo de los Tsachilas,GROCERY I,1032,0,2,1,2,1.0
2013-02-11,16,329365,C,3,Santo Domingo de los Tsachilas,GROCERY I,1032,0,2,1,2,2.0
2013-02-11,16,346065,C,3,Santo Domingo de los Tsachilas,GROCERY I,1039,0,2,1,2,3.0
2013-02-11,16,354919,C,3,Santo Domingo de los Tsachilas,GROCERY I,1034,0,2,1,2,1.0
2013-02-11,16,354971,C,3,Santo Domingo de los Tsachilas,GROCERY I,1044,0,2,1,2,6.0
2013-02-11,16,355091,C,3,Santo Domingo de los Tsachilas,GROCERY I,1038,0,2,1,2,1.0
2013-02-11,16,357961,C,3,Santo Domingo de los Tsachilas,EGGS,2502,1,2,7,2,8.0
2013-02-11,16,357962,C,3,Santo Domingo de los Tsachilas,EGGS,2502,1,2,7,2,19.0
2013-02-11,16,358096,C,3,Santo Domingo de los Tsachilas,GROCERY I,1002,0,2,1,2,2.0
2013-02-11,16,358100,C,3,Santo Domingo de los Tsachilas,GROCERY I,1010,0,2,1,2,1.0
2013-02-11,16,358134,C,3,Santo Domingo de los Tsachilas,DAIRY,2124,1,2,6,2,7.0
2013-02-11,16,358231,C,3,Santo Domingo de los Tsachilas,CLEANING,3038,0,2,3,2,15.0
2013-02-11,16,358272,C,3,Santo Domingo de los Tsachilas,DAIRY,2112,1,2,6,2,2.0
2013-02-11,16,358515,C,3,Santo Domingo de los Tsachilas,GROCERY I,1024,0,2,1,2,1.0
2013-02-11,16,358561,C,3,Santo Domingo de los Tsachilas,CLEANING,3004,0,2,3,2,1.0
2013-02-11,16,362548,C,3,Santo Domingo de los Tsachilas,GROCERY I,1042,0,2,1,2,1.0
2013-02-11,16,363049,C,3,Santo Domingo de los Tsachilas,PERSONAL CARE,4114,0,2,4,2,1.0
2013-02-11,16,363868,C,3,Santo Domingo de los Tsachilas,GROCERY I,1016,0,2,1,2,3.0
2013-02-11,16,364413,C,3,Santo Domingo de los Tsachilas,CLEANING,3032,0,2,3,2,5.0
2013-02-11,16,364606,C,3,Santo Domingo de los Tsachilas,GROCERY I,1014,0,2,1,2,31.0
2013-02-11,16,364832,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,2.0
2013-02-11,16,364834,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,1.0
2013-02-11,16,364865,C,3,Santo Domingo de los Tsachilas,GROCERY II,1236,0,2,11,2,7.0
2013-02-11,16,365138,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,1.0
2013-02-11,16,365264,C,3,Santo Domingo de los Tsachilas,CLEANING,3090,0,2,3,2,1.0
2013-02-11,16,368136,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,4.0
2013-02-11,16,368140,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,6.0
2013-02-11,16,368260,C,3,Santo Domingo de los Tsachilas,GROCERY I,1028,0,2,1,2,3.0
2013-02-11,16,368624,C,3,Santo Domingo de los Tsachilas,BEVERAGES,1122,0,2,5,2,9.0
2013-02-11,16,371130,C,3,Santo Domingo de los Tsachilas,CLEANING,3046,0,2,3,2,14.0
2013-02-11,16,371437,C,3,Santo Domingo de los Tsachilas,CLEANING,3020,0,2,3,2,6.0
2013-02-11,16,371438,C,3,Santo Domingo de los Tsachilas,CLEANING,3020,0,2,3,2,11.0
2013-02-11,16,374464,C,3,Santo Domingo de los Tsachilas,GROCERY I,1016,0,2,1,2,2.0
2013-02-11,16,378330,C,3,Santo Domingo de los Tsachilas,GROCERY I,1032,0,2,1,2,3.0
2013-02-11,16,378685,C,3,Santo Domingo de los Tsachilas,DAIRY,2102,1,2,6,2,4.0
2013-02-11,16,401817,C,3,Santo Domingo de los Tsachilas,GROCERY I,1078,0,2,1,2,3.0
2013-02-11,16,404332,C,3,Santo Domingo de los Tsachilas,GROCERY I,1044,0,2,1,2,4.0
2013-02-11,16,404333,C,3,Santo Domingo de los Tsachilas,GROCERY I,1044,0,2,1,2,2.0
2013-02-11,16,404334,C,3,Santo Domingo de los Tsachilas,GROCERY I,1044,0,2,1,2,2.0
2013-02-11,16,405304,C,3,Santo Domingo de los Tsachilas,GROCERY I,1032,0,2,1,2,2.0
2013-02-11,16,407500,C,3,Santo Domingo de los Tsachilas,EGGS,2502,1,2,7,2,8.0
2013-02-11,16,407533,C,3,Santo Domingo de los Tsachilas,DELI,2632,1,2,2,2,3.0
2013-02-11,16,407542,C,3,Santo Domingo de los Tsachilas,DELI,2644,1,2,2,2,5.0
2013-02-11,16,407552,C,3,Santo Domingo de los Tsachilas,DELI,2652,1,2,2,2,2.0
2013-02-11,16,409904,C,3,Santo Domingo de los Tsachilas,GROCERY I,1034,0,2,1,2,11.0
2013-02-11,16,410257,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,7.0
2013-02-11,16,410866,C,3,Santo Domingo de los Tsachilas,PREPARED FOODS,2980,1,2,10,2,2.0
2013-02-11,16,413557,C,3,Santo Domingo de los Tsachilas,GROCERY I,1058,0,2,1,2,7.0
2013-02-11,16,413987,C,3,Santo Domingo de los Tsachilas,CLEANING,3034,0,2,3,2,4.0
2013-02-11,16,414305,C,3,Santo Domingo de los Tsachilas,BEVERAGES,1124,0,2,5,2,1.0
2013-02-11,16,414353,C,3,Santo Domingo de los Tsachilas,GROCERY I,1014,0,2,1,2,34.0
2013-02-11,16,414421,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,1.0
2013-02-11,16,414426,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,2.0
2013-02-11,16,414454,C,3,Santo Domingo de los Tsachilas,GROCERY I,1084,0,2,1,2,2.0
2013-02-11,16,414455,C,3,Santo Domingo de los Tsachilas,GROCERY I,1084,0,2,1,2,1.0
2013-02-11,16,414620,C,3,Santo Domingo de los Tsachilas,GROCERY I,1016,0,2,1,2,4.0
2013-02-11,16,414750,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,12.0
2013-02-11,16,414752,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,10.0
2013-02-11,16,417763,C,3,Santo Domingo de los Tsachilas,CLEANING,3026,0,2,3,2,21.0
2013-02-11,16,417835,C,3,Santo Domingo de los Tsachilas,GROCERY I,1028,0,2,1,2,1.0
2013-02-11,16,418025,C,3,Santo Domingo de los Tsachilas,DELI,2644,1,2,2,2,3.0
2013-02-11,16,418026,C,3,Santo Domingo de los Tsachilas,DELI,2644,1,2,2,2,5.0
2013-02-11,16,421066,C,3,Santo Domingo de los Tsachilas,GROCERY I,1004,0,2,1,2,2.0
2013-02-11,16,422452,C,3,Santo Domingo de los Tsachilas,GROCERY I,1032,0,2,1,2,11.0
2013-02-11,16,426155,C,3,Santo Domingo de los Tsachilas,PREPARED FOODS,2962,1,2,10,2,6.0
2013-02-11,16,428054,C,3,Santo Domingo de los Tsachilas,GROCERY I,1032,0,2,1,2,17.0
2013-02-11,16,452022,C,3,Santo Domingo de los Tsachilas,GROCERY I,1030,0,2,1,2,8.0
2013-02-11,16,452078,C,3,Santo Domingo de los Tsachilas,CLEANING,3008,0,2,3,2,3.0
2013-02-11,16,454413,C,3,Santo Domingo de los Tsachilas,GROCERY I,1034,0,2,1,2,3.0
2013-02-11,16,454414,C,3,Santo Domingo de los Tsachilas,GROCERY I,1034,0,2,1,2,4.0
2013-02-11,16,454416,C,3,Santo Domingo de los Tsachilas,GROCERY I,1034,0,2,1,2,2.0
2013-02-11,16,456870,C,3,Santo Domingo de los Tsachilas,GROCERY I,1010,0,2,1,2,4.0
2013-02-11,16,456875,C,3,Santo Domingo de los Tsachilas,CLEANING,3015,0,2,3,2,1.0
2013-02-11,16,457471,C,3,Santo Domingo de los Tsachilas,DELI,2644,1,2,2,2,14.0
2013-02-11,16,457556,C,3,Santo Domingo de los Tsachilas,GROCERY I,1004,0,2,1,2,11.0
2013-02-11,16,457928,C,3,Santo Domingo de los Tsachilas,POULTRY,2416,1,2,8,2,3.059
2013-02-11,16,458029,C,3,Santo Domingo de los Tsachilas,CLEANING,3004,0,2,3,2,4.0
2013-02-11,16,459762,C,3,Santo Domingo de los Tsachilas,BREAD/BAKERY,2708,1,2,0,2,1.0
2013-02-11,16,459804,C,3,Santo Domingo de los Tsachilas,GROCERY I,1086,0,2,1,2,6.0
2013-02-11,16,460804,C,3,Santo Domingo de los Tsachilas,GROCERY I,1048,0,2,1,2,3.0
2013-02-11,16,461432,C,3,Santo Domingo de los Tsachilas,AUTOMOTIVE,6810,0,2,17,2,2.0
2013-02-11,16,463598,C,3,Santo Domingo de los Tsachilas,CLEANING,3024,0,2,3,2,2.0
2013-02-11,16,463901,C,3,Santo Domingo de los Tsachilas,CLEANING,3034,0,2,3,2,4.0
2013-02-11,16,463903,C,3,Santo Domingo de los Tsachilas,CLEANING,3034,0,2,3,2,2.0
2013-02-11,16,464302,C,3,Santo Domingo de los Tsachilas,GROCERY I,1026,0,2,1,2,7.0
2013-02-11,16,464333,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,2.0
2013-02-11,16,464334,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,2.0
2013-02-11,16,464336,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,6.0
2013-02-11,16,464339,C,3,Santo Domingo de los Tsachilas,GROCERY I,1040,0,2,1,2,3.0
2013-02-11,16,464374,C,3,Santo Domingo de los Tsachilas,BEVERAGES,1124,0,2,5,2,3.0
2013-02-11,16,464906,C,3,Santo Domingo de los Tsachilas,GROCERY I,1012,0,2,1,2,6.0
2013-02-11,16,464907,C,3,Santo Domingo de los Tsachilas,GROCERY I,1056,0,2,1,2,1.0
2013-02-11,16,467808,C,3,Santo Domingo de los Tsachilas,CLEANING,3026,0,2,3,2,4.0
2013-02-11,16,467887,C,3,Santo Domingo de los Tsachilas,GROCERY I,1076,0,2,1,2,8.0
2013-02-11,16,470624,C,3,Santo Domingo de los Tsachilas,CLEANING,3046,0,2,3,2,6.0
2013-02-11,16,470762,C,3,Santo Domingo de los Tsachilas,CLEANING,3004,0,2,3,2,1.0
2013-02-11,16,471980,C,3,Santo Domingo de los Tsachilas,GROCERY I,1058,0,2,1,2,9.0
2013-02-11,16,472314,C,3,Santo Domingo de los Tsachilas,GROCERY I,1030,0,2,1,2,2.0
2013-02-11,16,472658,C,3,Santo Domingo de los Tsachilas,GROCERY I,1032,0,2,1,2,7.0
2013-02-11,16,502067,C,3,Santo Domingo de los Tsachilas,GROCERY I,1028,0,2,1,2,1.0
2013-02-11,16,502224,C,3,Santo Domingo de los Tsachilas,GROCERY I,1062,0,2,1,2,2.0
2013-02-11,16,502331,C,3,Santo Domingo de los Tsachilas,BREAD/BAKERY,2702,1,2,0,2,42.0
2013-02-11,16,506717,C,3,Santo Domingo de los Tsachilas,GROCERY I,1030,0,2,1,2,4.0
2013-02-11,16,507870,C,3,Santo Domingo de los Tsachilas,GROCERY I,1084,0,2,1,2,4.0
2013-02-11,16,507927,C,3,Santo Domingo de los Tsachilas,CLEANING,3004,0,2,3,2,5.0
2013-02-11,16,510052,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,7.0
2013-02-11,16,510054,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,1.0
2013-02-11,16,510055,C,3,Santo Domingo de los Tsachilas,GROCERY I,1072,0,2,1,2,1.0
2013-02-11,16,511172,C,3,Santo Domingo de los Tsachilas,BREAD/BAKERY,2712,1,2,0,2,3.0
2013-02-11,16,511394,C,3,Santo Domingo de los Tsachilas,AUTOMOTIVE,6810,0,2,17,2,1.0
2013-02-11,16,511397,C,3,Santo Domingo de los Tsachilas,GROCERY I,1044,0,2,1,2,5.0
2013-02-11,16,513853,C,3,Santo Domingo de los Tsachilas,CLEANING,3034,0,2,3,2,3.0
2013-02-11,16,513855,C,3,Santo Domingo de los Tsachilas,CLEANING,3034,0,2,3,2,2.0
2013-02-11,16,514144,C,3,Santo Domingo de los Tsachilas,GROCERY I,1060,0,2,1,2,10.0
2013-02-11,16,514149,C,3,Santo Domingo de los Tsachilas,GROCERY I,1066,0,2,1,2,2.0
2013-02-11,16,514242,C,3,Santo Domingo de los Tsachilas,GROCERY I,1026,0,2,1,2,4.0
2013-02-11,16,514327,C,3,Santo Domingo de los Tsachilas,PREPARED FOODS,2986,1,2,10,2,6.0
2013-02-11,16,514597,C,3,Santo Domingo de los Tsachilas,GROCERY I,1012,0,2,1,2,3.0
2013-02-11,16,514729,C,3,Santo Domingo de los Tsachilas,GROCERY I,1048,0,2,1,2,2.0
2013-02-11,16,514730,C,3,Santo Domingo de los Tsachilas,GROCERY I,1056,0,2,1,2,1.0
2013-02-11,16,517615,C,3,Santo Domingo de los Tsachilas,GROCERY I,1074,0,2,1,2,2.0
2013-02-11,16,517904,C,3,Santo Domingo de los Tsachilas,DELI,2636,1,2,2,2,3.0
2013-02-11,16,517905,C,3,Santo Domingo de los Tsachilas,DELI,2636,1,2,2,2,1.0
2013-02-11,16,517906,C,3,Santo Domingo de los Tsachilas,DELI,2644,1,2,2,2,3.0
2013-02-11,16,518094,C,3,Santo Domingo de los Tsachilas,BEVERAGES,1122,0,2,5,2,1.0
2013-02-11,16,519718,C,3,Santo Domingo de los Tsachilas,DELI,2636,1,2,2,2,5.0
2013-02-11,16,521818,C,3,Santo Domingo de los Tsachilas,GROCERY I,1058,0,2,1,2,1.0
2013-02-11,16,522721,C,3,Santo Domingo de los Tsachilas,CLEANING,3016,0,2,3,2,1.0
2013-02-11,16,522941,C,3,Santo Domingo de los Tsachilas,GROCERY I,1002,0,2,1,2,1.0
2013-02-11,16,551893,C,3,Santo Domingo de los Tsachilas,CLEANING,3008,0,2,3,2,3.0
2013-02-11,16,554049,C,3,Santo Domingo de los Tsachilas,GROCERY I,1045,0,2,1,2,10.0
2013-02-11,16,554144,C,3,Santo Domingo de los Tsachilas,GROCERY I,1034,0,2,1,2,9.0
2013-02-11,16,557256,C,3,Santo Domingo de los Tsachilas,EGGS,2502,1,2,7,2,2.0
2013-02-11,16,557257,C,3,Santo Domingo de los Tsachilas,EGGS,2502,1,2,7,2,2.0
